place,location,info,X,Y,story,,,,,
DOCTORS’ COMMONS,GODLIMAN & QUEEN VICTORIA STREETS,"In the 1883 Adventure of the Speckled Band, Holmes told Watson he was going to the Doctors' Common to review the will of Helen Stoner's mother. The records were in Somerset House, but the name of the old Doctors' Common was still in common usage. The Doctors’ Commons was the old ecclesiastical court that had jurisdiction over marriage licenses; divorce documents, and wills, etc. They ceased to operate in 1858-59, when wills and divorces passed to the civil authorities, and the records moved to Somerset House. On the Faraday Building, at the north side of Queen Victoria Street, on the corner of Godliman Street, there is a blue plaque identifying the location of the old Doctors’ Commons.",-0.099838,51.5120787,The Adventure of the Speckled Band,,,,,
HYDE PARK,,"In the 1887 Adventure of the Yellow Face, Holmes and Watson took an early spring walk in the Park. Their two-hour stroll could have been in Regent’s Park, but I think it was more likely to be in Hyde Park. When they returned at five, they found they had missed a client. The pageboy said the visitor had waited half an hour, and said he would return.",-0.1612759,51.5091431,The Adventure of the Yellow Face,,,,,
WIGMORE ST. POST OFF.,,"In the 1887 adventure, The Sign of the Four, Holmes amazed Watson by saying that he had been to the Wigmore Street Post Office to send a telegram. Holmes deduced the Wigmore Street location from the reddish dirt on Watson’s shoe. They were taking up the pavement squares across the street from the Post Office, and the reddish color of the earth there was unique in the neighborhood. The fact that Watson had been with Holmes most of the morning, and had not written a letter, indicated that the only reason for his going to the post office was to send a telegram. ",-0.152761,51.515784,The Sign of the Four,,,,,
THE ATHENAEUM,107 Pall Mall,"Founded in 1824, The Athenaeum was one of the three gentlemen’s clubs joined by Sir Arthur Conan Doyle. He became a member in March 1901.",-0.1328068,51.506906,Other,,,,,
WATSON'S PATH,,"In the 1890 Adventure of the Red-Headed League, It was a quarter-past nine when Watson started to walk from Kensington, across Hyde Park, through Oxford Street, to Baker Street.",-0.1619196,51.5121612,The Red-Headed League,,,,,
RONALD ADAIR'S,,"In the 1804 Adventure of the Empty House, the Honorable Ronald Adair, second son of the Earl of Maynooth, was murdered. Adair lived with his mother and sister at 427 Park Lane (old numbering). We know the location was across Park Lane from Speakers Corner, near the north end of Park Lane. Since Adair was shot from across the street, which has to be Green Street, his house was one of the two houses on either side of Green Street at Park Lane. Based on window placement, the house on the south side is the most likely.",-0.1573491,51.5120678,The Adventure of the Empty House,,,,,
SPEAKERS CORNER,,"Before the beginning of the 1894 Adventure of the Empty House, Watson thought that Holmes had died in 1891 at Switzerland’s Reichenbach Falls. Watson, trying to use the methods of his old comrade, tried to come up with a theory that would fit the facts of the Ronald Adair murder. To view the Park Lane murder site, Watson strolled across Hyde Park’s Speakers’ Corner. There, on Park Lane, he saw a group of loafers looking up at Adair’s window. While moving through the crowd, Watson bumped into an elderly, deformed man, knocking several books out of his hand. Watson thought that he must be some poor bibliophile.",-0.1593447,51.5119075,The Adventure of the Empty House,,,,,
NATHAN GARRIDEB'S,LITTLE RYDER STREET (CONNAUGHT PLACE),"In the 1902 Adventure of the Three Garridebs, Nathan Garrideb had. for five years, lived in “an abode of Bohemian bachelors” at No. 136 Little Ryder Street, It was, “one of the smaller offshoots from the Edgware Road, within a stone-cast of old Tyburn Tree of evil memory”. Although Conan Doyle disguised the street name, the location described fits Connaught Place.",-0.161988,51.513603,The Adventure of the Three Garridebs,,,,,
TYBURN TREE,,"In the 1902 Adventure of the Three Garridebs, the Tyburn Tree was mentioned. Tyburn Tree was the common name for the old gallows where London executed its criminals. The first recorded hanging was in 1196, and the last in 1783. The modern site, is marked by a stone plaque on the traffic island at Edgware Road and Oxford Street, and as mentioned in the adventure, is “within a stone-cast” of Connaught Place.",-0.1599026,51.5130326,The Adventure of the Three Garridebs,,,,,
MARYLEBONE RR STATION,,"In the 1902 Adventure of the Three Gables, Mrs. Maberley requested that Holmes and Watson visit her at her house in Harrow Weald. The late Bernard Davies suggests that Holmes and Watson left London on the Great Central Railway from the new Marylebone terminus. The 12:05 PM to Leicester would have deposited them at Harrow & Wealdstone in only 16 minutes. This may be the “short railroad journey” to which Watson referred.",-0.1634038,51.5224739,The Adventure of the Three Gables,,,,,
MAWSON & WILLIAMS,LOMBARD STREET,"In the 1889 Adventure of the Stock-Brokers Clerk, the position advertised was with Mawson & Williams’s, the great stock-broker firm in Lombard Street. The ad specified a response by letter only. After he sent in his application, Hall Pycroft was surprised to receive a reply by return mail. He had the job and was to report the next Monday.",-0.086324,51.51227,The Adventure of the Stock-Broker's Clerk,,,,,
BAR OF GOLD,UPPER SWANDAM LN. (SWAN LANE),"In the 1889 Adventure of the Man with the Twisted Lip, Kate Whitney said that her husband was probably at the Bar of Gold in Upper Swandam Lane, “A vile alley lurking behind the high wharves which line the north side of the river…east of London Bridge”. I join those who like Swan Lane as the location of “Upper Swandam Lane”, even though it is west of London Bridge, and not east. As we all know, Watson did make a few mistakes in his narratives. For example, in this adventure he specified June 19, 1889 as a Friday, when it was in fact a Wednesday. Perhaps he meant July 19.",-0.088609,51.509056,The Man with the Twisted Lip,,,,,
PAUL'S WHARF,,"In the 1889 Adventure of the Man with the Twisted Lip, Holmes, in referring to The Bar of Gold, said, “There is a trap-door at the back of that building, near the corner of Paul’s Wharf, which could tell some strange tales of what has passed through it upon the moonless nights”. Hanseatic ""Watermans"" Walk fits the location; Today’s Paul’s Walk is too far upstream.",-0.0889957,51.5090429,The Man with the Twisted Lip,,,,,
ABERDEEN SHIPPING CO.,,"One Monday in 1889, during The Adventure of the Man with the Twisted Lip, Mrs. St. Clair received word that a package she was expecting, was waiting for her at the Aberdeen Shipping Company. Their offices were on a street that branches out of Upper Swandam (Swan) Lane. The old Fishmongers' Hall Street, which ran on the west side of the Fishmongers' Hall, fits this description. ",-0.087814,51.5105192,The Man with the Twisted Lip,,,,,
VAN SEDDAR'S,,"In the 1903 Adventure of the Mazarin Stone, Sylvius and Merton thought they heard Holmes playing his violin in his bedroom, and therefor assumed they were alone in 221B's sitting room. Count Sylvius told Merton that he had the diamond on him, and that Merton should take the jewel to Van Seddar in Lime Street. Sylvius said he would stay and stall Holmes to allow Van Seddar time to spirit the diamond to Amsterdam.",-0.083159,51.512201,The Adventure of the Mazarin Stone,,,,,
COXON & WOODHOUSE,,"In the 1889 Adventure of the Stock-Brokers Clerk, Hall Pycroft said he “used to have a billet at Coxon & Woodhouse’s, of Draper Gardens”. He and twenty-six other clerks were let go after the Venezuelan loan problem. Although Pycroft wore out his boots trying to find a new position, he was near the end of his tether when he saw a help wanted ad. Drapers Garden is at the junction of Throgmorton and Copthall Avenues. The land had been used by the Drapers’ Company for gardens, but was later used for offices buildings, including Coxon & Woodhouse.",-0.0869038,51.5161489,The Adventure of the Stock-Broker's Clerk,,,,,
LOUIS LA ROTHIERE'S,"CAMPDEN MANSIONS, 9 KENSINGTON MALL","In the 1895 Adventure of the Bruce-Partington Plans, Holmes was told by Mycroft that Louis La Rothière of Campden Mansions, Notting Hill, was one of the international spies living in Great Britain.",-0.194302,51.5085369,The Adventure of the Bruce-Partington Plans,,,,,
CAMBERWELL NEW ROAD,,"In the 1887 adventure, The Sign of the Four, Holmes, Watson and Toby found themselves east of The Oval, where Brixton Road meets Kennington Park. There, they turned left on Camberwell New Road, continued across Kennington Park Road, as the name changed to Harleyford Street.",-0.111625,51.481672,The Sign of the Four,,,,,
"'POULTNEY SQUARE""",,"In the 1902 Adventure of Lady Frances Carfax, Holmes realized the morning of the funeral, how Shlessinger planned to dispose of Lady Frances Carfax. To rescue her, Holmes and Watson rushed along Brixton Road to the fictional Poultney Square.",-0.1118374,51.4791908,The Adventure of Lady Frances Carfax,,,,,
DR. HORSOM'S SURGERY,,"In the 1902 Adventure of Lady Frances Carfax, Dr. Horsom, of No. 13 Firbank Villas, certified Rose Spender’s death. She had been the old nurse of Shlessinger’s “wife”.",-0.058504,51.470624,The Adventure of Lady Frances Carfax,,,,,
ST. GEORGE’S,,"In the 1886 Adventure of the Noble Bachelor, the society papers said the wedding would take place at St. George’s, Hanover Square. After the ceremony, a wedding breakfast was to be held at Lancaster Gate, where Aloysius Doran, the bride’s father, had taken a furnished house.",-0.1429318,51.5125261,The Adventure of the Noble Bachelor,,,,,
CAVENDISH SQUARE,,"In the 1886 Adventure of the Resident Patient, Percy Trevelyan said, “A medical specialist who aims high is compelled to start in one of a dozen streets in the Cavendish Square quarter”. This is still true today.",-0.1449822,51.5164874,The Adventure of the Resident Patient,,,,,
HARLEY STREET,,"In the 1886 Adventure of the Resident Patient, Holmes questioned Blessington, who refused to say why he was afraid. Holmes said he could not help unless he did. When Blessington still refused, Holmes and Watson left. They were halfway down Harley Street before Watson could get a word out of Holmes.",-0.146323,51.517653,The Adventure of the Resident Patient,,,,,
REGENT CIRCUS,,"In the 1887 Adventure of the Greek Interpreter, Holmes and Watson left Baker Street on their way to the Diogenes Club. They walked east on Oxford Street toward “Regent” (Oxford) Circus. However, they must have turned south before reaching the Circus, because they entered Pall Mall from the St James's Street west end.",-0.1419532,51.515273,The Adventure of the Greek Interpreter,,,,,
LANGHAM HOTEL,,"The Langham is one of the Sherlockian hotels at which visitors can stay today. It figured predominately in three Sherlock Holmes adventures. In the 1887 The Sign of the Four, Mary Morstan told Holmes that her father had been a senior captain in an Indian regiment. When Mary’s mother died, her father sent Mary to live with family in Edinburgh. Captain Morstan obtained leave, and telegraphed Mary from London’s Langham Hotel, saying that he had arrived safely. When Mary went to see her father, he was not there. The hotel said he had gone out the night before and had not returned. His luggage, and curiosities from his service on the Andaman Islands, were still in his room. Mary contacted the police and advertised in the newspapers, but to no avail. Mary did find a strange note in her father’s papers. It had the notation, “The Sign of the Four—Jonathan Small, Mahomet Singh, Abdullah Khan, Dost Akbar”. In the 1888 A Scandal in Bohemia, the King said he was staying at the Langham under the name, Count Von Kramm. In the 1902 Adventure of Lady Frances Carfax, The Englischer Hof manager said that a bearded Englishman was also trying to find Lady Frances. Holmes arrived from England and told Watson that he had learned the identity of the bearded man. He was the Hon. Philip Green, who loved Lady Frances, and was trying to find her. Green, the son of a famous admiral of the same name, used the Langham Hotel as his London address.",-0.1439702,51.5177664,Multiple,,,,,
DR. WATSON'S SURGERY,TITCHFIELD STREET,"In the 1891 Adventure of the Final Problem, Watson was married, in private practice, and lived in a house that backed up to Mortimer Street. This means that it is likely that his surgery fronted on Little Titchfield Street. One day, Holmes enter Watsons consulting-room and asked if he would accompany him to Europe.",-0.1406226,51.5181132,The Final Problem,,,,,
WATSON'S GARDEN WALL,MORTIMER STREET,"In the 1891 Adventure of the Final Problem, After Watson agreed to go to Europe, Holmes gave Watson complicated instructions on how they would leave London the next day. Holmes left Watson’s surgery by scrambling over the back garden wall into Mortimer Street.",-0.1404619,51.5178264,The Final Problem,,,,,
COLONEL MORAN'S,,"In the 1894 Adventure of the Empty House, we learn that Colonel Sebastian Moran was a friend of Moriarty. Holmes considered Moran the second most dangerous man in London. He lived at Conduit Street, and “was once with Her Majesty’s Indian Army, and the best heavy-game shot that our Eastern Empire has ever produced”.",-0.1422675,51.511952,The Adventure of the Empty House,,,,,
DR. AGAR'S SURGERY,HARLEY STREET,"In March of 1897, during The Adventure of the Devil's Foot, Holmes’s iron constitution showed signs of wear. Doctor Moore Agar of Harley Street advised Holmes to take a complete rest. Following the Doctor’s advice, Holmes and Watson went to Cornwall, rented a small cottage near Poldhu, and discovered the “The Cornish Horror”.",-0.1467276,51.5184506,The Adventure of the Devil's Foot,,,,,
BEAUTIES OF THE DAY,OXFORD STREET,"At the end of the 1899 Adventure of Charles Augustus Milverton, Holmes and Watson walked along Oxford Street, toward Regent (Oxford) Circus. There, in a shop window, they saw photographs of the celebrities and beauties of the day. Among them, was a picture of their “avenging angel”. Watson looked at Holmes, who put a finger to his lips.",-0.1437125,51.5150728,The Adventure of Charles Augustus Milverton,,,,,
WATSON'S 1902 SURGERY,QUEEN ANNE STREET,"In the 1902 Adventure of the Illustrious Client, Watson had his own rooms in Queen Anne Street. Holmes referred to Watson as “His Boswell”. I think Conan Doyle placed him in Queen Anne Street, because the original Boswell, James, lived there when he wrote the Life of Samuel Johnson.",-0.145711,51.518261,The Adventure of the Illustrious Client,,,,,
WATSON'S 1889 SURGERY,PADDINGTON,"We learned in the 1889 Adventure of the Stock-Broker's Clerk, that shortly after his marriage, Watson bought a Paddington medical practice from old Mr. Farquhar. For three months he worked hard to increase the number of patients, and saw very little of Holmes, until early one morning Holmes arrived and asked if Watson could accompany him to Birmingham.",-0.173905,51.514567,The Adventure of the Stock-Broker's Clerk,,,,,
PADDINGTON RAILWAY STATION,,"Paddington Station was mentioned in five Sherlock Holmes adventures. In the summer of 1889, during The Adventure of the Engineer's Thumb, two men came from the Station. One was a station guard, and the other was Victor Hatherley. Hatherley had previously departed from Paddington to meet Colonel Lysander Stark in Eyford, near Reading. When he returned, he had lost his thumb, and needed medical attention. In the 1889 Boscombe Valley Mystery, Watson arrived at Paddington and found, “Sherlock Holmes…pacing up and down the platform, his tall gaunt figure made even gaunter and taller by his long grey traveling-cloak and the close-fitting cloth cap”. This may be the first mention of Sherlock’s, now famous, dear-stalker hat. In the 1889 Hound of the Baskervilles, after Holmes and Watson met Sir Henry and Dr. Mortimer at the Northumberland Hotel, they agreed that Watson would accompany Sir Henry to Baskerville Hall, on Saturday’s ten-thirty train from Paddington. Because of the press of other business, Holmes said he could not go at that time. In the 1890 Adventure of Silver Blaze, Holmes asked Watson to accompany him to the King’s Pyland training stable in Dartmoor. Silver Blaze, the horse favored to win the Wessex Cup, was missing, and his trainer murdered. Holmes and Watson were just in time to catch the Dartmoor train from Paddington. On the trip, Holmes wore his ear-flapped traveling cap, (A reference to his famous deerstalker). As an amusement, he calculated the train’s speed by observing and timing the passing telegraph poles. In the 1901 Adventure of Shoscombe Old Place John Mason said that in addition to the other strange happenings at Shoscombe Old Place, Sir Robert had started going down to the old church crypt at night, and meeting a stranger there. When Holmes asked Mason about the fishing in that part of Berkshire, Mason thought the craziness might be catching. Holmes said that he and Watson would take the train from Paddington Station, and come down posing as a pair of London anglers. They would stay at the Green Dragon, and look into the situation.",-0.175678,51.515637,Multiple,,,,,
THE REFORM CLUB,104 Pall Mall,"Founded in 1836, The Reform Club was one of the three gentlemen’s clubs joined by Sir Arthur Conan Doyle. He becaome a member in June 1892.",-0.1334788,51.506652,Other,,,,,
HAYMARKET,,"In the 1887 Adventure of the Greek Interpreter, Latimer and Melas traveled up Haymarket to Shaftesbury Avenue.",-0.132619,51.5094133,The Adventure of the Greek Interpreter,,,,,
SHAFTSBURY AVENUE,,"In the 1887 Adventure of the Greek Interpreter, The carriage with Melas and Latimer continued up Shaftsbury Avenue towards Oxford Street.",-0.1319865,51.5120367,The Adventure of the Greek Interpreter,,,,,
CARLTON CLUB,,"In the 1887 Adventure of the Greek Interpreter, we learn that Mycroft's Diogenes Club was, “some little distance from the Carlton”. The Carlton Club, formed in 1832, moved to their new Pall Mall building at Carlton Gardens four years later. Today, the Carlton Club is located at No. 69 St. James’s Street, SW1.",-0.1340337,51.50644,The Adventure of the Greek Interpreter,,,,,
REGENT STREET,,"In the 1888 A Scandal in Bohemia, Godfrey Norton rushed into Gross and Hankey’s in Regent Street, before going to the Church of St. Monica. Because of the last minute nature of the wedding, we can assume that Gross and Hankey’s was the jewelry store, where he bought the wedding ring(s). In the 1889 Boscombe Valley Mystery, McCarthy saw Turner on Regent Street and blackmailed him. He threatened to expose his criminal past. The threat resulted in McCarthy acquiring Hatherley Farm, rent-free. In the 1889 Hound of the Baskervilles mystery, Holmes and Watson noticed a hansom cab following Sir Henry as he walked along Regent Street. Holmes tried to get a good look at the passenger, but the cab sped away, Holmes now knew that Baskerville had been closely shadowed since he arrived in London. Holmes remarked that using a cab had a disadvantage. He had seen the cab’s number, “2704”. Holmes and Watson went into the Regent Street office of the District Messenger Service. Holmes had previously helped the manager, and asked for the loan of young Cartwright.",-0.1398052,51.5122371,Multiple,,,,,
ST. JAMES’S HALL,No. 21 Piccadilly,"During the 1890 Adventure of the Red-Headed League, Holmes considered the evidence and deduced the reason for the Red-headed League ruse. Jabez Wilson had to be kept out of his shop, so that a tunnel could be dug from his cellar to the nearby bank. Holmes said the theft would take place on Saturday night when the bank was closed, and discovery of the theft would not take place until Monday morning. With the detective work done, Holmes and Watson had time for play. After a sandwich and cup of coffee, they were off to violin-land at St. James’s Hall, where Sarasate was playing. The Hall was located where a hotel sits today. In Holmes’s day, St. James’s Hall was London’s leading concert venue.",-0.1362455,51.5094369,The Red-Headed League,,,,,
THEATRE ROYAL,,"In the 1898 Adventure of the Retired Colourman, Josiah Amberley told Watson how he pampered his wife, and how badly she treated him. Amberley said he had bought two upper circle seats at the Haymarket Theater the night she left. He said his wife complained of a headache, and could not go. Amberley showed the unused ticket to Watson. Watson noted that it was for seat B-31. Later, Holmes found that seat numbers B-30 and B-32 had not been sold that night, which meant Amberley lied.",-0.1314229,51.5083928,The Adventure of the Retired Colourman,,,,,
COX AND KINGS BANK,6 Waterloo Place,"In the 1900 Problem of Thor Bridge, when Cox and King’s Bank relocated to the northeast corner of Pall Mall and Waterloo Place, they may have been the intermediate resting place for Watson’s old tin dispatch box when the Craig Court Bank closed.",-0.1324054,51.5075707,The Problem of Thor Bridge,,,,,
GLASSHOUSE STREET,,"In the 1902 Adventure of the Illustrious Client, Holmes escaped the two thugs by running through the Café Royal, into Glasshouse Street. A newspaper article said that Holmes’s injuries were serious, and that he had been carried to Charing Cross Hospital, but insisted on returning to Baker Street.",-0.1360643,51.5104356,The Adventure of the Illustrious Client,,,,,
LONDON LIBRARY,St. James’s Square,"In the 1902 Adventure of the Illustrious Client, we learn that Watson’s friend Lomax was the Sub-librarian at the London Library. He helped Watson study books on Chinese pottery. Thomas Carlyle built the London Library in 1841, as an alternative to the British Museum’s library.",-0.136678,51.5074273,The Adventure of the Illustrious Client,,,,,
HOLDERNESSE'S TOWNHOUSE,CARLTON HOUSE TERRACE,"We learned in the 1903 Adventure of the Priory School, that the Duke of Holdernesse’s London residence was at Carlton House Terrace.",-0.132952,51.506031,The Adventure of the Priory School,,,,,
GERMAN EMBASSY,7 Carlton House Terrace,"In the 1914 His Last Bow, Baron Von Herling wanted Von Bork to bring the new Naval Signals to London. Von Herling said, “When you get the signal book through the little door…you can put a finis to your record in England”. Today, the former embassy is the home of The Royal Society. Albert Speer magnificently redesigned the interior of the building in the 1930’s on orders from Adolf Hitler. The building was transferred to The Royal Society after World War II.",-0.1325119,51.5059144,His Last Bow,,,,,
THE LITTLE DOOR,,"We learned in the 1914 His Last Bow, that there are two small doors on opposite sides of the Carlton House Terrace steps. The one on the west side is near the former German Embassy. Von Bork was told to put the new British Naval Signals through the little door.",-0.1316375,51.5059311,His Last Bow,,,,,
MILLBANK PENITENTIARY,,"At the end of their long walk, in the 1887 The Sign of the Four, Holmes and Watson returned Toby and took a wherry to the north side of the river, near Millbank Penitentiary. In 1887, Millbank Penitentiary was the largest prison in London, and contained men only. They could not communicate with each other for the first half of their sentence. The prison closed in 1890 and was demolished in 1903. ",-0.1285311,51.4927112,The Sign of the Four,,,,,
HURLINGHAM PARK,,"In the 1902 The Illustrious Client, Sir James said that Baron Gruner was a horse fancier, and played polo at Hurlingham Park. He also had expensive tastes, and was a recognized authority on Chinese pottery, having written a book on the subject.",-0.2019704,51.4678106,The Illustrious Client,,,,,
CONAN DOYLE'S SURGERY,(DEVONSHIRE PLACE),"For a few months, Sir Arthur Conan Doyle practiced his short-lived ophthalmic practice at number No. 2 Upper Wimpole Street. The scarcity of patients gave him time to write. A plaque erected by the Westminster City Council marks the building.",-0.149369,51.52054,Other,,,,,
RICHMOND RUGBY CLUB,,"In the 1896 Adventure of the Sussex Vampire, Robert Ferguson’s letter said that in his younger days, he played Rugby for Richmond. He remembered Watson as a fellow Rugby player. Ferguson recalled the day he threw Watson into the crowd at the Old Deer Park.",-0.3094949,51.468445,The Adventure of the Sussex Vampire,,,,,
YOUNG SHERLOCK'S,,"In the 1874 Adventure of the ""Gloria Scott"", Holmes was invited to visit Donnithorpe, the country estate of Victor Trevor's father. After Holmes’s observations, the old man felt uneasy around Holmes. To keep from embarrassing Victor, Holmes returned to his Montague Street rooms in London. There, Holmes received a telegram from Trevor, imploring him to return. In his early days in London, Holmes had rooms in Montague Street. He was just out of college, and wanted quarters near the British Museum’s Reading Room. In the 1879 Adventure of the Musgrave Ritual, Holmes received a visit from Reginald Musgrave. Musgrave had been at Sherlock’s college, and after his father’s death, had taken over the family estate. Musgrave said he needed Holmes’s help. There is no indication that Holmes’s Montague Street rooms were at the same location in 1879, as they were in 1874. In fact, since it is likely that he finished college between these dates, and given the state of his finances, it does not seem logical that he would have retained London quarters. Author’s note: On one of my trips to London, I talked to the owner of the private Ruskin Hotel. He claimed his modest Bed & Breakfast was the location of Sherlock’s Montague Street lodging, a claim that is undoable good for business. There has now been some scholarly research indicating that at least one of Sherlock's early London lodging was at No. 24 Montague Street.",-0.1251343,51.5197099,The Adventure of the Musgrave Ritual,,,,,
VIOLET HUNTER'S,,"In the 1890 Adventure of the Copper Beeches, Violet Hunter’s letter came from Montague Place. It read, “Dear Mr. Holmes: I am very anxious to consult you as to whether I should or should not accept a situation, which has been offered to me as governess. I shall call at half-past ten tomorrow if I do not inconvenience you. Yours faithfully, Violet Hunter”.",-0.1271834,51.5208536,The Adventure of the Copper Beeches,,,,,
CUBITT'S BOARDINGHOUSE,,"In the 1897 Adventure of the Dancing Men, Hilton Cubitt came from an old Norfolk family. In June 1887, he came to London for Queen Victoria’s Diamond Jubilee, and stayed at a boardinghouse in Russell Square. There, he met Elsie Patrick, an American girl with whom he fell in Love. After their marriage, they returned to Riding Thorpe Manor, the Cubitt estate in Norfolk. Their ten years of happy married life changed when Elsie began receiving “dancing men” notes.",-0.127248,51.521388,The Adventure of the Dancing Men,,,,,
BRIONY LODGE,ST. JOHN’S WOOD,"In the 1888 A Scandal in Bohemia, Irene Adler lived in Briony Lodge, at the fictional Serpentine Avenue, St. John’s Wood. Holmes devised a plan to find where she hid the picture of her and the King.",-0.173582,51.53237,A Scandal in Bohemia,,,,,
WARREN'S,"2 GREAT ORMOND STREET, (ORME STREET)","In the 1902 Adventure of the Red Circle, the Warren's lived in a ""High thin yellow-brick edifice"" (perhaps now painted blue) at Great Orme Street (now identified as Great Ormond Street). Mrs. Warren consulted Sherlock Holmes about her new lodger and his strange behavior. He had offered to pay a generous five pounds a week, but insisted he must have his own key, and must never be disturbed. Mrs. Warren became concerned when, except for the first night, he never left his room, and only ate when food was left on a chair by his door. At one point the lodger had asked that a copy of the Daily Gazette be delivered each day.",-0.1176865,51.522676,The Adventure of the Red Circle,,,,,
"SUMMER, SHIPPING AGENT",(THE HIGHWAY),"In the 1881 A Study in Scarlet, the papers were full of the Brixton Murder, and the Daily Telegraph compared it to, “The Ratcliff Highway murders.” The Ratcliff Highway, in Wapping, had a sinister reputation. Watson began saving the press clippings, putting him on the road to becoming Holmes’s “Boswell”. In the 1895 Adventure of Black Peter, Holmes asked Watson to send two telegrams. One went to Summer, the Shipping Agent at Ratcliff Highway. It read, “Send three men on to arrive ten tomorrow morning.—Basil”. Holmes said that Captain Basil was his name in those parts. The second telegram went to Inspector Hopkins, asking him to come to Baker Street for breakfast at nine-thirty.",-0.054955,51.5096927,Multiple,,,,,
GR. PETER POST OFFICE,Great Smith Street,"In the 1887 Sign of the Four, Holmes and Watson, on their way back to Baker Street from Mordecai Smith's Boatyard, stopped at the Great Peter Post office. Holmes wired ahead to mobilize the “Baker Street Irregulars”. Holmes instructed Wiggins, their dirty little lieutenant, to search the riverside for the Aurora, but to do so without raising suspicion. In 1887 the Great Peter Post Office was on the corner, and actually fronted on Great Smith Street.",-0.129382,51.496944,The Sign of the Four,,,,,
ST. JAMES’S PARK,,"In the 1889 Hound of the Baskervilles, Sir Henry said he spent his afternoon walking in the park. He did not say which park, but it was probably St. James’s, the nearest park to the Northumberland Hotel.",-0.1346712,51.5020984,The Hound of the Baskervilles,,,,,
IMPERIAL THEATRE,Tothill Street,"In the 1895 Adventure of the Solitary Cyclist, Violet Smith said her late father had been the conductor the orchestra at the old Imperial Theatre. The Imperial Theatre was part of an amusement complex known as the Royal Aquarium. It covered the site now occupied by the Wesleyan Central Hall, on the north side of Tothill Street.",-0.130106,51.499692,The Adventure of the Solitary Cyclist,,,,,
CAMBERWELL,,"Camberwell is mentioned in four Sherlock Holmes adventures. In the 1887 Sign of the Four, Mary Morstan came to see Holmes on the advice of Mrs. Cecil Forrester of Lower Camberwell. Mrs. Forrester employed Mary as a governess. In the 1887 The Valley of Fear, Holmes solved a coded message, When Inspector MacDonald arrived, Holmes explained the exercise he had gone through to break the code, and that the message had come from Porlock. MacDonald said he wanted to lay his hands on Porlock, whose letter came from Camberwell. In the 1889 Adventure of The Case of Identity, Mary Sutherland lived with her mother and stepfather at the fictional No. 31 Lyon Place in Camberwell. She was engaged to Hosner Angel, but did not know where he lived. Mary worked as a typist, but also had an income of one hundred pounds a year from inherited stock. Since she lived at home, and did not want to be a burden, she gave the stock income to her mother and stepfather. In the 1902 Adventure of Lady Frances Carfax, Sherlock accepted a commission to find Lady Frances. She was the sole survivor of the late Earl of Rufton‘s direct family. Lady Frances was a person of regular habits and for four years had written every second week to her old governess, Miss Susan Dobney, who lived in Camberwell, Susan contacted Holmes when Lady Frances failed to write for five weeks.",-0.0930404,51.4740994,Multiple,,,,,
BRIXTON TELEGRAPH OFF.,304 Brixton Road,"In the 1881 A Study in Scarlet, having determined that Inspector Gregson wired Cleveland, but did not ask the correct questions, Holmes and Watson walked to the nearby telegraph office to dispatch their own wire. The building that contained the telegraph office is still there and marked as the previous home of The Eagle Printing Works.",-0.112588,51.469866,A Study in Scarlet,,,,,
WHITE HORSE PUB,Loughborough Road,"In the 1881 A Study in Scarlet, Watson description of the ad Holmes had written, made no sense. It said that the ring was found “In Brixton Road"", near the White Hart Public House. 400 feet away. It is more likely that Watson wrote “White Hart” instead of “White Horse”, the latter pub was on the corner of Loughborough & Brixton Roads. The building is still there, but no longer a pub.",-0.112181,51.470491,A Study in Scarlet,,,,,
STOCKWELL PLACE,,"In the 1887 The Sign of the Four, on their carriage ride to Thaddeus Sholto's house, various streets are mentioned, One of these was Stockwell Place. Thanks to the late Bernard Davies, we now know that Stockwell Place was not a street, but rather a group of Victorian houses on the east side of Clapham Road, just north of the Stockwell Road junction, opposite Binfield Road. At least one of the old houses remains.",-0.122137,51.472362,The Sign of the Four,,,,,
KNEECAP FACTORY,17 KING EDWARD STREET,"In the 1890 Adventure of the Red-Headed League, Jabez Wilson, after working eight weeks, went to the Red-headed League office for his daily task, and found the door locked. The sign on the door said that the League was dissolved. The landlord told him that Duncan Ross was really William Morris, a solicitor, who had moved to new offices at No. 17 King Edward Street, near St. Paul’s. When Wilson went to that address, he found it was the manufacturer of artificial kneecaps, and no one there had every heard of Duncan Ross or William Morris. Perplexed, Jabez went to Baker Street to seek Holmes’ advice.",-0.098568,51.516371,The Red-Headed League,,,,,
SOMERSET HOUSE,,"In the 1883 Adventure of the Speckled Band, Holmes went to Somerset House located on the site of the mansion built for Edward VI’s uncle, It contained the national archives of wills. In 1883, this is where Holmes would have come to examine Mrs. Stoner’s will. In telling Watson where he was going, Sherlock used the vernacular, “Doctors’ Commons”. Doctors’ Commons was the old ecclesiastical court that had jurisdiction over marriage licenses; divorce documents, and wills, etc. It ceased to operate in 1858-59, when wills and divorces passed to the civil authorities, and the records moved to Somerset House.Earmark www.sherlockslondon.com on your web browser for the latest version of this map, and ebook access to street-view photos of 400 Sherlock Holmes sites in London.",-0.117642,51.511834,The Adventure of the Speckled Band,,,,,
